Brand,Model,Kilometers,BuildYear,Transmission,Fuel,Power,l/Km,Emission,CurrentPrice
Volkswagen,Golf,95.632 km,03/2020,Manuell,Benzin,96 kW (131 PS),8l/100km,110g CO2/km (komb)*,19.489
Volkswagen,T6 Kombi,76.389 km,04/2021,Automatik,Diesel,110 kW (150 PS),7l/100km,0g CO2/km (WLTP,39.149
Renault,Captur,73.790 km,12/2018,Manuell,Benzin,66 kW (90 PS),8l/100km,123g CO2/km (komb)*,15.548
Mazda,CX-5,9.614 km,03/2023,Automatik,Benzin,143 kW (194 PS),6l/100km,171g CO2/km (WLTP,35.348
Volkswagen,T-Roc,118.653 km,10/2020,Manuell,Diesel,85 kW (116 PS),7l/100km,113g CO2/km (komb)*,20.089
Volkswagen,T6 Kombi,76.950 km,03/2021,Automatik,Diesel,110 kW (150 PS),7l/100km,0g CO2/km (WLTP,39.149
Volkswagen,Golf,40.728 km,07/2020,Manuell,Benzin,96 kW (131 PS),8l/100km,110g CO2/km (komb)*,20.489
Seat,Leon,28.103 km,03/2024,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,38.323
Seat,Leon,24.199 km,05/2024,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,36.854
Skoda,Octavia,21.458 km,10/2023,Automatik,Benzin,110 kW (150 PS),8l/100km,114g CO2/km (komb)*,31.189
Volkswagen,Golf,28.391 km,09/2023,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,32.189
Volkswagen,Sharan,23.742 km,01/2022,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,39.489
Seat,Leon,41.232 km,05/2021,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,21.989
Seat,Leon,25.432 km,05/2024,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,37.669
Volkswagen,Caddy,62.900 km,05/2021,Manuell,Diesel,75 kW (102 PS),7l/100km,186g CO2/km (komb)*,27.589
Volkswagen,Golf,35.900 km,07/2023,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,32.189
Volkswagen,Golf,39.794 km,08/2022,Manuell,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,22.989
Volkswagen,Golf,33.957 km,03/2022,Automatik,Benzin,81 kW (110 PS),8l/100km,185g CO2/km (komb)*,22.989
Skoda,Superb,55.920 km,09/2020,Automatik,Benzin,160 kW (220 PS),8l/100km,145g CO2/km (komb)*,24.489
Volkswagen,Golf,25.076 km,03/2024,Manuell,Benzin,110 kW (150 PS),8l/100km,112g CO2/km (komb)*,29.188
Volkswagen,Crafter,73.719 km,08/2020,Manuell,Diesel,103 kW (140 PS),7l/100km,186g CO2/km (komb)*,28.489
Volkswagen,Golf,33.212 km,10/2023,Automatik,Diesel,85 kW (116 PS),7l/100km,186g CO2/km (komb)*,25.989
Volkswagen,Golf,26.007 km,05/2024,Manuell,Diesel,85 kW (116 PS),7l/100km,186g CO2/km (komb)*,30.538
Seat,Leon,16.090 km,12/2023,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,32.189
Seat,Leon,9.833 km,01/2024,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,32.789
Ford,Kuga,11.200 km,12/2021,Manuell,Benzin,110 kW (150 PS),7l/100km,153g CO2/km (WLTP,25.289
Audi,A4,70.852 km,08/2019,Automatik,Benzin,140 kW (190 PS),8l/100km,185g CO2/km (komb)*,27.389
Volkswagen,Golf,21.843 km,11/2020,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,24.489
Audi,A3,59.916 km,03/2019,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,26.989
Jaguar,F-Pace,91.466 km,05/2020,Automatik,Diesel,221 kW (301 PS),7l/100km,159g CO2/km (komb)*,43.848
Hyundai,Tucson,19.296 km,02/2024,Automatik,Benzin,132 kW (177 PS),2l/100km,163g CO2/km (WLTP,35.848
Opel,Corsa,14.021 km,02/2024,Manuell,Benzin,74 kW (101 PS),1l/100km,115g CO2/km (WLTP,22.357
Skoda,Superb,49.599 km,10/2020,Automatik,Benzin,160 kW (220 PS),8l/100km,145g CO2/km (komb)*,28.789
Skoda,Karoq,52.803 km,11/2021,Automatik,Diesel,110 kW (150 PS),1l/100km,160g CO2/km (WLTP,32.889
Ford,Transit,68.000 km,11/2020,Manuell,Diesel,125 kW (170 PS),7l/100km,227g CO2/km (WLTP,51.589
Skoda,Octavia,99.980 km,11/2020,Automatik,Diesel,110 kW (150 PS),7l/100km,122g CO2/km (WLTP,20.689
Seat,Ateca,49.987 km,11/2021,Automatik,Diesel,110 kW (150 PS),9l/100km,156g CO2/km (WLTP,29.789
Volkswagen,Tiguan,48.720 km,09/2021,Automatik,Diesel,110 kW (150 PS),4l/100km,168g CO2/km (WLTP,38.389
Seat,Leon,37.016 km,10/2020,Automatik,Diesel,110 kW (150 PS),7l/100km,123g CO2/km (WLTP,26.689
Audi,S3,27.346 km,08/2022,Automatik,Benzin,228 kW (310 PS),8l/100km,185g CO2/km (komb)*,45.789
Seat,Leon,48.579 km,12/2019,Manuell,Diesel,110 kW (150 PS),5l/100km,131g CO2/km (WLTP,20.689
Volkswagen,Tiguan,48.720 km,09/2021,Automatik,Diesel,110 kW (150 PS),4l/100km,168g CO2/km (WLTP,37.089
Skoda,Octavia,79.987 km,09/2019,Automatik,Diesel,110 kW (150 PS),3l/100km,139g CO2/km (WLTP,20.689
Volkswagen,Golf,42.372 km,09/2020,Manuell,Diesel,85 kW (116 PS),2l/100km,110g CO2/km (WLTP,21.689
Seat,Leon,19.987 km,08/2021,Automatik,Diesel,110 kW (150 PS),4l/100km,116g CO2/km (WLTP,25.289
Volkswagen,Sharan,98.802 km,05/2020,Manuell,Diesel,110 kW (150 PS),5l/100km,170g CO2/km (WLTP,29.789
Skoda,Karoq,52.803 km,11/2021,Automatik,Diesel,110 kW (150 PS),1l/100km,160g CO2/km (WLTP,34.289
Skoda,Octavia,99.980 km,11/2020,Automatik,Diesel,110 kW (150 PS),7l/100km,122g CO2/km (WLTP,21.989
Seat,Leon,19.987 km,08/2021,Automatik,Diesel,110 kW (150 PS),4l/100km,116g CO2/km (WLTP,26.589
Volkswagen,Golf,9.987 km,02/2020,Manuell,Benzin,96 kW (131 PS),5l/100km,124g CO2/km (WLTP,20.689
Skoda,Octavia,54.053 km,08/2020,Automatik,Diesel,135 kW (184 PS),3l/100km,165g CO2/km (WLTP,29.789
Skoda,Superb,16.875 km,11/2023,Automatik,Benzin,110 kW (150 PS),8l/100km,116g CO2/km (komb)*,32.189
Audi,A3,26.683 km,02/2022,Manuell,Diesel,85 kW (116 PS),7l/100km,186g CO2/km (komb)*,25.489
Seat,Leon,37.016 km,10/2020,Automatik,Diesel,110 kW (150 PS),7l/100km,123g CO2/km (WLTP,27.989
Seat,Leon,12.350 km,06/2024,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,35.510
Ford,Focus,76.831 km,09/2021,Automatik,Diesel,88 kW (120 PS),9l/100km,126g CO2/km (WLTP,20.089
Hyundai,Kona,5.000 km,11/2023,Automatik,Benzin,88 kW (120 PS),3l/100km,143g CO2/km (WLTP,29.189
Audi,A3,27.842 km,04/2023,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,33.789
Jaguar,E-Pace,76.961 km,07/2020,Automatik,Benzin,221 kW (301 PS),8l/100km,181g CO2/km (komb)*,40.448
Dacia,Duster,98.310 km,08/2019,Manuell,Autogas,84 kW (114 PS),,96g CO2/km (komb)*,13.748
Hyundai,i30,24.600 km,03/2024,Automatik,Benzin,88 kW (120 PS),4l/100km,144g CO2/km (WLTP,27.648
Volkswagen,Passat Variant,57.320 km,01/2020,Automatik,Benzin,110 kW (150 PS),8l/100km,119g CO2/km (komb)*,25.248
Dacia,Sandero,14 km,12/2024,Manuell,Benzin,67 kW (90 PS),2l/100km,119g CO2/km (WLTP,15.986
Volkswagen,Passat Variant,90.972 km,11/2020,Automatik,Diesel,140 kW (190 PS),9l/100km,0g CO2/km (WLTP,27.049
Ford,Kuga,74.300 km,10/2023,Automatik,Diesel,88 kW (120 PS),5l/100km,170g CO2/km (WLTP,31.189
Volkswagen,Passat Variant,81.744 km,10/2020,Automatik,Diesel,140 kW (190 PS),9l/100km,0g CO2/km (WLTP,27.049
Volkswagen,Passat Variant,85.621 km,11/2020,Automatik,Diesel,140 kW (190 PS),9l/100km,0g CO2/km (WLTP,27.049
Dacia,Sandero,1.001 km,12/2024,Manuell,Benzin,67 kW (90 PS),9l/100km,499g CO2/km (WLTP,16.599
Dacia,Sandero,1.001 km,12/2024,Manuell,Benzin,67 kW (90 PS),9l/100km,499g CO2/km (WLTP,16.493
Dacia,Sandero,1.001 km,12/2024,Manuell,Benzin,67 kW (90 PS),9l/100km,499g CO2/km (WLTP,16.573
Dacia,Sandero,1.001 km,12/2024,Manuell,Benzin,67 kW (90 PS),9l/100km,499g CO2/km (WLTP,16.559
Mazda,CX-60,10 km,03/2025,Automatik,Diesel,187 kW (254 PS),4l/100km,140g CO2/km (WLTP,69.995
Mazda,CX-30,10 km,03/2025,Manuell,Benzin,103 kW (140 PS),6l/100km,136g CO2/km (WLTP,35.727
Mazda,CX-60,10 km,03/2025,Automatik,Diesel,187 kW (254 PS),5l/100km,142g CO2/km (WLTP,70.937
Ford,Kuga,16.066 km,02/2023,Automatik,Diesel,88 kW (120 PS),7l/100km,186g CO2/km (komb)*,28.548
Renault,Clio,500 km,03/2024,Manuell,Benzin,66 kW (90 PS),2l/100km,118g CO2/km (WLTP,24.145
Volkswagen,Golf,16.551 km,10/2023,Automatik,Benzin,81 kW (110 PS),8l/100km,185g CO2/km (komb)*,26.989
Ford,S-Max,57.000 km,09/2022,Manuell,Diesel,110 kW (150 PS),6l/100km,156g CO2/km (WLTP,30.689
Volkswagen,Golf,24.170 km,10/2023,Automatik,Benzin,81 kW (110 PS),8l/100km,185g CO2/km (komb)*,25.789
Mazda,CX-5,4.001 km,10/2024,Automatik,Diesel,110 kW (150 PS),1l/100km,160g CO2/km (WLTP,44.391
Mazda,CX-5,5.103 km,09/2024,Automatik,Benzin,143 kW (194 PS),6l/100km,172g CO2/km (WLTP,45.789
Toyota,Proace,3.921 km,04/2022,Automatik,Diesel,130 kW (177 PS),7l/100km,186g CO2/km (komb)*,47.848
Jaguar,F-Type,41.079 km,10/2020,Automatik,Benzin,221 kW (301 PS),0l/100km,0g CO2/km (WLTP,51.449
Dacia,Dokker,106.490 km,07/2017,Manuell,Benzin,85 kW (116 PS),8l/100km,130g CO2/km (komb)*,13.348
Ford,Kuga,21.100 km,10/2023,Automatik,Diesel,88 kW (120 PS),6l/100km,157g CO2/km (WLTP,35.389
Dacia,Sandero,1.001 km,12/2024,Manuell,Benzin,67 kW (90 PS),9l/100km,499g CO2/km (WLTP,16.535
Hyundai,i30,3.001 km,08/2024,Manuell,Benzin,74 kW (101 PS),3l/100km,143g CO2/km (WLTP,28.997
Renault,Scenic,98.370 km,02/2019,Manuell,Benzin,103 kW (140 PS),8l/100km,185g CO2/km (komb)*,15.448
Audi,Q2,59.945 km,06/2019,Automatik,Benzin,85 kW (116 PS),8l/100km,185g CO2/km (komb)*,24.489
Jaguar,F-Pace,42.585 km,02/2020,Automatik,Benzin,405 kW (551 PS),8l/100km,272g CO2/km (komb)*,55.648
Volkswagen,T6 Transporter,116.803 km,04/2022,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,28.489
Audi,A3,38.671 km,11/2020,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,28.789
Jaguar,F-Pace,29.378 km,06/2021,Automatik,Benzin,405 kW (551 PS),0l/100km,0g CO2/km (WLTP,81.449
Land Rover,Range Rover Sport,77.750 km,04/2019,Automatik,Diesel,250 kW (340 PS),7l/100km,231g CO2/km (komb)*,76.848
Skoda,Rapid,85.015 km,03/2019,Automatik,Benzin,81 kW (110 PS),7l/100km,108g CO2/km (komb)*,16.548
Jaguar,F-Type,25.037 km,07/2021,Automatik,Benzin,221 kW (301 PS),8l/100km,188g CO2/km (komb)*,56.948
Hyundai,i30,20.600 km,03/2024,Automatik,Benzin,88 kW (120 PS),2l/100km,140g CO2/km (WLTP,28.771
Jaguar,I-Pace,39.761 km,03/2021,Automatik,Elektro,294 kW (400 PS),,0g CO2/km (WLTP,61.648
Hyundai,i30,19.400 km,04/2024,Automatik,Benzin,88 kW (120 PS),2l/100km,140g CO2/km (WLTP,27.575
Hyundai,i30,24.700 km,03/2024,Automatik,Benzin,88 kW (120 PS),4l/100km,144g CO2/km (WLTP,29.355
Mazda,CX-5,52.005 km,09/2020,Automatik,Benzin,143 kW (194 PS),4l/100km,169g CO2/km (WLTP,30.648
Ford,Kuga,37.300 km,09/2021,Manuell,Diesel,110 kW (150 PS),9l/100km,127g CO2/km (WLTP,23.089
Jaguar,F-Type,65.272 km,06/2020,Automatik,Benzin,280 kW (381 PS),0l/100km,0g CO2/km (WLTP,61.548
Jaguar,F-Pace,60.846 km,10/2021,Automatik,Diesel,132 kW (180 PS),0l/100km,0g CO2/km (WLTP,42.349
Renault,Captur,50.090 km,11/2019,Manuell,Benzin,66 kW (90 PS),8l/100km,185g CO2/km (komb)*,16.548
Jaguar,F-Pace,28.586 km,08/2019,Automatik,Diesel,177 kW (241 PS),0l/100km,0g CO2/km (WLTP,48.049
Land Rover,Range Rover Sport,122.981 km,03/2019,Automatik,Hybrid (Elektro / Benzin),297 kW (404 PS),4l/100km,32g CO2/km (komb)*,58.948
Land Rover,Range Rover Sport,34.461 km,09/2019,Automatik,Hybrid (Elektro / Benzin),297 kW (404 PS),2l/100km,73g CO2/km (komb)*,106.148
Renault,Megane,45.790 km,11/2019,Automatik,Benzin,103 kW (140 PS),8l/100km,117g CO2/km (komb)*,19.648
Seat,Leon,62.650 km,06/2021,Manuell,Benzin,110 kW (150 PS),1l/100km,139g CO2/km (WLTP,26.489
Land Rover,Range Rover Sport,115.752 km,04/2019,Automatik,Diesel,250 kW (340 PS),0l/100km,0g CO2/km (WLTP,64.348
Hyundai,Tucson,35.479 km,07/2023,Automatik,Benzin,132 kW (177 PS),8l/100km,185g CO2/km (komb)*,36.989
Hyundai,i30,77.798 km,09/2019,Manuell,Diesel,100 kW (136 PS),7l/100km,186g CO2/km (komb)*,18.289
Skoda,Octavia,45.756 km,10/2021,Automatik,Diesel,110 kW (150 PS),6l/100km,121g CO2/km (WLTP,29.789
Skoda,Karoq,26.249 km,09/2020,Manuell,Benzin,110 kW (150 PS),3l/100km,143g CO2/km (WLTP,26.989
Seat,Leon,33.394 km,03/2020,Manuell,Diesel,85 kW (116 PS),9l/100km,128g CO2/km (WLTP,20.289
Skoda,Karoq,35.372 km,09/2020,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,31.889
Seat,Ateca,35.018 km,10/2020,Automatik,Benzin,110 kW (150 PS),8l/100km,155g CO2/km (WLTP,26.689
Opel,Corsa,21.947 km,02/2024,Manuell,Benzin,74 kW (101 PS),2l/100km,116g CO2/km (WLTP,23.484
Skoda,Karoq,35.372 km,09/2020,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,33.189
Audi,A4,23.668 km,04/2020,Automatik,Diesel,140 kW (190 PS),7l/100km,186g CO2/km (komb)*,31.889
Opel,Corsa,13.324 km,01/2023,Manuell,Benzin,74 kW (101 PS),1l/100km,115g CO2/km (WLTP,16.689
Audi,A3,61.586 km,07/2019,Automatik,Diesel,85 kW (116 PS),4l/100km,141g CO2/km (WLTP,21.689
Skoda,Karoq,26.249 km,09/2020,Manuell,Benzin,110 kW (150 PS),3l/100km,143g CO2/km (WLTP,25.689
Seat,Ateca,35.018 km,10/2020,Automatik,Benzin,110 kW (150 PS),8l/100km,155g CO2/km (WLTP,27.989
Volkswagen,Tiguan,52.488 km,01/2020,Manuell,Diesel,110 kW (150 PS),8l/100km,152g CO2/km (WLTP,26.289
Seat,Ibiza,28.833 km,10/2021,Manuell,Benzin,70 kW (95 PS),4l/100km,123g CO2/km (WLTP,16.689
Renault,Captur,27.590 km,12/2019,Manuell,Benzin,66 kW (90 PS),8l/100km,123g CO2/km (komb)*,16.948
Jaguar,I-Pace,35.397 km,08/2020,Automatik,Elektro,294 kW (400 PS),,0g CO2/km (WLTP,59.148
Ford,Focus,11.408 km,05/2024,Manuell,Benzin,92 kW (125 PS),7l/100km,130g CO2/km (WLTP,33.673
Ford,Focus,9.408 km,05/2024,Manuell,Benzin,92 kW (125 PS),7l/100km,130g CO2/km (WLTP,33.048
Jaguar,I-Pace,56.468 km,07/2019,Automatik,Elektro,294 kW (400 PS),,0g CO2/km (WLTP,31.448
Mazda,2,16.572 km,12/2017,Manuell,Benzin,66 kW (90 PS),5l/100km,105g CO2/km (komb)*,16.548
Ford,Kuga,15 km,06/2024,Manuell,Benzin,110 kW (150 PS),4l/100km,145g CO2/km (WLTP,37.340
Ford,Kuga,15 km,05/2024,Manuell,Benzin,110 kW (150 PS),4l/100km,145g CO2/km (WLTP,39.105
Skoda,Kodiaq,1.100 km,11/2024,Automatik,Diesel,142 kW (190 PS),5l/100km,499g CO2/km (WLTP,61.021
Skoda,Kodiaq,10 km,11/2024,Automatik,Diesel,142 kW (190 PS),5l/100km,499g CO2/km (WLTP,60.710
Skoda,Kodiaq,10 km,11/2024,Automatik,Diesel,142 kW (190 PS),5l/100km,499g CO2/km (WLTP,61.230
Hyundai,i30,90 km,09/2024,Automatik,Benzin,103 kW (140 PS),5l/100km,499g CO2/km (WLTP,33.861
Porsche,Cayenne,14.500 km,12/2022,Automatik,Benzin,404 kW (549 PS),6l/100km,264g CO2/km (komb)*,145.858
Suzuki,Vitara,97.984 km,03/2019,Manuell,Benzin,103 kW (140 PS),8l/100km,185g CO2/km (komb)*,16.789
Land Rover,Range Rover,63.499 km,03/2021,Automatik,Benzin,386 kW (525 PS),8l/100km,294g CO2/km (komb)*,107.748
Ford,Kuga,63.000 km,10/2020,Manuell,Diesel,110 kW (150 PS),2l/100km,136g CO2/km (WLTP,26.989
Volkswagen,Tiguan,8.200 km,07/2024,Automatik,Benzin,110 kW (150 PS),3l/100km,0g CO2/km (WLTP,53.576
Volkswagen,T-Roc,10.097 km,07/2024,Automatik,Benzin,110 kW (150 PS),3l/100km,143g CO2/km (WLTP,38.764
Kia,Sportage,65.450 km,07/2021,Automatik,Benzin,130 kW (177 PS),8l/100km,185g CO2/km (komb)*,28.789
Volkswagen,Passat Variant,109.734 km,11/2021,Automatik,Hybrid (Elektro / Benzin),160 kW (218 PS),8l/100km,85g CO2/km (komb)*,22.489
Hyundai,i30,1.001 km,05/2024,Automatik,Benzin,88 kW (120 PS),2l/100km,140g CO2/km (WLTP,29.981
Volkswagen,Passat Variant,113.850 km,12/2021,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,21.489
Opel,Crossland X,66.450 km,02/2023,Automatik,Benzin,96 kW (131 PS),5l/100km,147g CO2/km (WLTP,22.089
Ford,Transit Connect,30.650 km,08/2021,Manuell,Diesel,74 kW (101 PS),7l/100km,124g CO2/km (komb)*,23.289
Kia,Sportage,74.576 km,04/2021,Automatik,Benzin,130 kW (177 PS),8l/100km,185g CO2/km (komb)*,26.789
Ford,Kuga,24.025 km,03/2024,Manuell,Benzin,110 kW (150 PS),7l/100km,160g CO2/km (WLTP,40.787
Ford,Transit Connect,99.657 km,04/2019,Manuell,Diesel,88 kW (120 PS),3l/100km,0g CO2/km (WLTP,13.849
Ford,Transit Connect,79.500 km,04/2019,Manuell,Diesel,88 kW (120 PS),3l/100km,0g CO2/km (WLTP,14.549
Ford,Transit Connect,95.327 km,04/2019,Manuell,Diesel,88 kW (120 PS),3l/100km,0g CO2/km (WLTP,13.849
Ford,Transit Connect,99.657 km,04/2019,Manuell,Diesel,88 kW (120 PS),3l/100km,0g CO2/km (WLTP,13.849
Ford,Transit Connect,85.175 km,06/2019,Manuell,Diesel,88 kW (120 PS),3l/100km,0g CO2/km (WLTP,14.549
Ford,Transit Connect,101.047 km,04/2019,Manuell,Diesel,88 kW (120 PS),3l/100km,0g CO2/km (WLTP,13.849
Ford,Transit Connect,95.327 km,04/2019,Manuell,Diesel,88 kW (120 PS),3l/100km,0g CO2/km (WLTP,13.849
Ford,Transit Connect,85.175 km,06/2019,Manuell,Diesel,88 kW (120 PS),3l/100km,0g CO2/km (WLTP,14.549
Ford,Transit Connect,79.500 km,04/2019,Manuell,Diesel,88 kW (120 PS),3l/100km,0g CO2/km (WLTP,14.549
Ford,Transit Connect,101.047 km,04/2019,Manuell,Diesel,88 kW (120 PS),3l/100km,0g CO2/km (WLTP,13.849
Ford,Focus,1.500 km,05/2024,Manuell,Benzin,92 kW (125 PS),4l/100km,123g CO2/km (WLTP,42.716
Ford,Kuga,25.021 km,08/2022,Manuell,Benzin,110 kW (150 PS),7l/100km,152g CO2/km (WLTP,28.689
Audi,A4,59.987 km,12/2019,Automatik,Diesel,140 kW (190 PS),4l/100km,142g CO2/km (WLTP,29.789
Skoda,Karoq,17.806 km,11/2020,Manuell,Benzin,110 kW (150 PS),3l/100km,143g CO2/km (WLTP,26.689
Skoda,Fabia,22.099 km,10/2021,Automatik,Benzin,70 kW (95 PS),8l/100km,131g CO2/km (WLTP,20.289
Seat,Ibiza,9.987 km,08/2023,Manuell,Benzin,70 kW (95 PS),5l/100km,124g CO2/km (WLTP,19.289
Skoda,Fabia,16.050 km,10/2020,Manuell,Benzin,70 kW (95 PS),4l/100km,123g CO2/km (WLTP,18.289
Skoda,Octavia,41.702 km,11/2020,Manuell,Diesel,85 kW (116 PS),3l/100km,112g CO2/km (WLTP,23.689
Skoda,Karoq,17.806 km,11/2020,Manuell,Benzin,110 kW (150 PS),3l/100km,143g CO2/km (WLTP,27.989
Ford,Kuga,79.594 km,08/2022,Automatik,Diesel,110 kW (150 PS),4l/100km,166g CO2/km (WLTP,25.689
Volkswagen,T-Roc,13.570 km,06/2024,Automatik,Benzin,110 kW (150 PS),6l/100km,0g CO2/km (WLTP,35.071
Mazda,2,2.003 km,08/2024,Automatik,Hybrid (Elektro / Benzin),85 kW (116 PS),3l/100km,98g CO2/km (WLTP,29.588
Mazda,CX-30,2.003 km,02/2025,Manuell,Benzin,103 kW (140 PS),6l/100km,136g CO2/km (WLTP,37.820
Ssangyong,Tivoli,65.844 km,04/2021,Manuell,Benzin,120 kW (163 PS),8l/100km,185g CO2/km (komb)*,14.948
Hyundai,i10,2.003 km,02/2025,Manuell,Benzin,66 kW (90 PS),4l/100km,123g CO2/km (WLTP,23.858
Volkswagen,Touareg,10 km,02/2025,Automatik,Diesel,210 kW (286 PS),4l/100km,499g CO2/km (WLTP,95.172
Seat,Ateca,10 km,09/2024,Automatik,Benzin,110 kW (150 PS),3l/100km,499g CO2/km (WLTP,36.061
Skoda,Kodiaq,10 km,11/2024,Automatik,Diesel,142 kW (190 PS),5l/100km,499g CO2/km (WLTP,60.488
Dacia,Sandero,13.876 km,11/2020,Manuell,Autogas,74 kW (101 PS),,96g CO2/km (komb)*,15.348
Opel,Crossland X,25.135 km,05/2021,Manuell,Benzin,81 kW (110 PS),3l/100km,141g CO2/km (WLTP,19.089
Hyundai,Kona,31.700 km,10/2023,Automatik,Hybrid (Elektro / Benzin),104 kW (141 PS),8l/100km,108g CO2/km (WLTP,30.548
Hyundai,Tucson,19.656 km,10/2023,Automatik,Hybrid (Elektro / Benzin),195 kW (265 PS),4l/100km,31g CO2/km (WLTP,37.048
Hyundai,i20,15 km,11/2024,Automatik,Benzin,74 kW (101 PS),4l/100km,122g CO2/km (WLTP,26.313
Land Rover,Range Rover Evoque,41.640 km,12/2020,Automatik,Hybrid (Elektro / Benzin),147 kW (200 PS),2l/100km,43g CO2/km (komb)*,39.148
Hyundai,Tucson,19.900 km,05/2024,Automatik,Hybrid (Elektro / Benzin),169 kW (230 PS),4l/100km,146g CO2/km (WLTP,42.498
Mazda,CX-30,5.390 km,03/2024,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,31.648
Skoda,Fabia,34.490 km,10/2022,Manuell,Benzin,81 kW (110 PS),8l/100km,185g CO2/km (komb)*,17.848
Hyundai,i30,40.905 km,06/2019,Manuell,Benzin,88 kW (120 PS),5l/100km,1.260g CO2/km (komb)*,17.748
Opel,Corsa,53 km,01/2023,Manuell,Benzin,55 kW (75 PS),9l/100km,499g CO2/km (WLTP,16.548
Dacia,Duster,50.436 km,02/2020,Manuell,Benzin,74 kW (101 PS),8l/100km,185g CO2/km (komb)*,13.548
Mazda,3,10 km,02/2025,Manuell,Benzin,103 kW (140 PS),6l/100km,135g CO2/km (WLTP,34.565
Mazda,CX-30,1.002 km,02/2025,Manuell,Benzin,103 kW (140 PS),6l/100km,136g CO2/km (WLTP,37.263
Hyundai,Tucson,1.003 km,03/2025,Automatik,Hybrid (Elektro / Benzin),158 kW (215 PS),5l/100km,147g CO2/km (WLTP,53.746
Renault,Grand Scenic,38.433 km,02/2019,Manuell,Benzin,117 kW (159 PS),8l/100km,185g CO2/km (komb)*,20.648
Hyundai,Santa Fe,28.500 km,10/2023,Automatik,Diesel,142 kW (193 PS),3l/100km,166g CO2/km (WLTP,45.348
Renault,Koleos,37.790 km,12/2019,Automatik,Diesel,140 kW (190 PS),7l/100km,184g CO2/km (komb)*,28.148
Mazda,3,1.003 km,02/2025,Manuell,Benzin,103 kW (140 PS),6l/100km,135g CO2/km (WLTP,33.816
Mazda,CX-3,57.964 km,10/2019,Manuell,Benzin,89 kW (121 PS),1l/100km,141g CO2/km (WLTP,18.048
Dacia,Sandero,40.190 km,12/2021,Manuell,Autogas,74 kW (101 PS),,135g CO2/km (WLTP,16.548
Mazda,CX-5,10 km,02/2025,Manuell,Benzin,121 kW (165 PS),5l/100km,146g CO2/km (WLTP,40.253
Mazda,CX-5,10 km,02/2025,Manuell,Benzin,121 kW (165 PS),5l/100km,146g CO2/km (WLTP,40.167
Mazda,3,10 km,02/2025,Manuell,Benzin,103 kW (140 PS),6l/100km,135g CO2/km (WLTP,34.525
BMW,X2,32.262 km,05/2022,Automatik,Diesel,140 kW (190 PS),7l/100km,186g CO2/km (komb)*,30.649
Dacia,Sandero,10 km,10/2024,Manuell,Benzin,81 kW (110 PS),5l/100km,125g CO2/km (komb)*,20.040
Mercedes-Benz,CLA 220 Shooting Brake,96.000 km,10/2017,Automatik,Diesel,130 kW (177 PS),7l/100km,108g CO2/km (komb)*,23.455
Volkswagen,Tiguan,44.125 km,10/2021,Automatik,Diesel,147 kW (200 PS),6l/100km,173g CO2/km (komb)*,36.089
Ford,Tourneo Custom,109.000 km,11/2018,Manuell,Diesel,125 kW (170 PS),7l/100km,167g CO2/km (komb)*,35.489
Kia,Rio,53.567 km,02/2020,Automatik,Benzin,88 kW (120 PS),8l/100km,107g CO2/km (komb)*,18.448
Renault,Clio,50.490 km,09/2018,Manuell,Benzin,66 kW (90 PS),0l/100km,137g CO2/km (WLTP,11.948
Skoda,Kodiaq,99.740 km,07/2018,Automatik,Benzin,92 kW (125 PS),8l/100km,137g CO2/km (komb)*,20.648
Hyundai,i30,25.800 km,05/2024,Automatik,Benzin,88 kW (120 PS),2l/100km,140g CO2/km (WLTP,27.645
Volkswagen,T-Roc,41.060 km,12/2021,Automatik,Benzin,110 kW (150 PS),8l/100km,120g CO2/km (komb)*,26.448
Renault,Clio,45.318 km,07/2018,Manuell,Benzin,54 kW (73 PS),6l/100km,127g CO2/km (komb)*,12.048
