Brand;Model;Car_Info;User_Desc;Price;Price_Eval;Kilometer;Gear_Type;YearMonth;Fuel_Type;Horsepower;Consumption;CO2_Emission;Marketplace
Peugeot;308;LIM. 1.5D ACTIVE NAVI/LED/PDC/TEMP./SPORT;ESP, Touchscreen, Bluetooth, Navigationssystem, Sportsitze, Fahrerairbag, Sprachsteuerung, Armlehne;€ 7.450;Sehr guter Preis;141.650 km;Schaltgetriebe;09/2018;Diesel;96 kW (131 PS);3,6 l/100 km;95 g/km;Autoscout24.de
Mercedes-Benz;Vito;Tourer 116 Extralang *AHK+ Klima* (2319);Standheizung, Reifendruckkontrollsystem, Tempomat, Anhängerkupplung, Seitenairbag, Schiebetür, Elektrische Seitenspiegel, Getönte Scheiben;€ 21.490;Sehr guter Preis;127.050 km;Schaltgetriebe;08/2016;Diesel;120 kW (163 PS);nan;nan;Autoscout24.de
Opel;Astra;1,5D SPORTS TOURER EDITION/AUT/NAVI/LED/AK;Pannenkit, ABS, Sportfahrwerk, Anhängerkupplung, LED-Scheinwerfer, Start/Stop-Automatik, Sitzheizung, Ambientebeleuchtung;€ 11.890;Sehr guter Preis;116.000 km;Automatik;08/2021;Diesel;90 kW (122 PS);5,1 l/100 km;132 g/km;Autoscout24.de
Mercedes-Benz;E 350;E 350 e Plug in Hybrid, Luft, LED, DAB, Navi;Elektrische Sitze, Alarmanlage, Ambientebeleuchtung, teilb. Rücksitzbank, Einparkhilfe Kamera, Fahrerairbag, 2-Zonen-Klimaautomatik, Sitzheizung; ;nan;nan;nan;nan;nan;nan;nan;nan;Autoscout24.de
Ford;Kuga;2.0 TDCi ST-Line 4x4 NAVI/KAMERA/WIPA;Allrad, Sportfahrwerk, Sitzheizung, Elektrische Sitze, Android Auto, Anhängerkupplung, Reserverad, Beifahrerairbag;€ 15.900;Sehr guter Preis;144.040 km;Automatik;02/2019;Diesel;110 kW (150 PS);nan;nan;Autoscout24.de
Land Rover;Discovery Sport;HSE*Navi*AHK*360°Kamera*Stdhzg*;Finanzierung o. Anzahlung / Garantie 12 Monate;€ 15.980;Sehr guter Preis;124.900 km;Automatik;05/2016;Diesel;110 kW (150 PS);nan;0 g/km;Autoscout24.de
Hyundai;KONA;KONA 1 Hand, 38200km, Style Hybrid;Inzahlungnahme, Finanzierung ohne Anzahlung, Top Preise; ;nan;200 km;nan;nan;nan;nan;nan;nan;Autoscout24.de
Toyota;Corolla;Touring Sports Hybrid Team D -TAXI-;Sommerreifen, LED-Scheinwerfer, Alufelgen, Dachreling, Sitzheizung, Alarmanlage, Freisprecheinrichtung, USB; ;nan;nan;nan;nan;nan;nan;nan;nan;Autoscout24.de
Ford;S-Max;S-MAX Titanium Design/Business-Paket 7-Sitze;Bluetooth, Einparkhilfe Sensoren vorne, Elektrische Sitze, Apple CarPlay, Beheizbares Lenkrad, Beifahrerairbag, Abstandstempomat, Navigationssystem;€ 16.900;Sehr guter Preis;130.000 km;Automatik;08/2016;Diesel;132 kW (179 PS);5,2 l/100 km;134 g/km;Autoscout24.de
Kia;Picanto;Edition 7 1.0 Tel.-Vorb. Klima BT Tel DAB;Elektrische Seitenspiegel, Klimaanlage, Pannenkit, Zentralverriegelung, Elektr. Fensterheber, Multifunktionslenkrad, Beifahrerairbag, Traktionskontrolle;€ 8.950;Guter Preis;70.000 km;Schaltgetriebe;09/2021;Benzin;49 kW (67 PS);nan;121 g/km;Autoscout24.de
BMW;116;i|1. Hand|LED TFL|Start/Stopp|AUX/USB|EURO6!;Traktionskontrolle, Regensensor, Radio, Armlehne, Isofix, LED-Tagfahrlicht, Klimaautomatik, Wegfahrsperre;€ 10.499;Sehr guter Preis;84.056 km;Schaltgetriebe;06/2016;Benzin;80 kW (109 PS);5,4 l/100 km;128 g/km;Autoscout24.de
Volkswagen;up!;1.0 Basis KLIMA SITZHEIZUNG TELEFON Bluetooth;Alufelgen, Sitzheizung, Nebelscheinwerfer, Einparkhilfe Sensoren hinten, Einparkhilfe Kamera, Navigationssystem, MP3, Tempomat;€ 12.480;Sehr guter Preis;11.363 km;Schaltgetriebe;06/2022;Benzin;48 kW (65 PS);5,1 l/100 km;115 g/km;Autoscout24.de
BMW;120;120d xDrive Autom.,Navig,el.GSD,Harman/Kardon;Car Garantie incl.;€ 13.900;Sehr guter Preis;116.000 km;Automatik;07/2016;Diesel;140 kW (190 PS);nan;nan;Autoscout24.de
Ford;Focus;Kombi 1.0 EcoBoost Titanium S/S Navi LED;USB, Notrad, Sitzheizung, LED-Scheinwerfer, 2-Zonen-Klimaautomatik, Dachreling, Beifahrerairbag, ESP;€ 11.680;Sehr guter Preis;107.767 km;Schaltgetriebe;10/2019;Benzin;92 kW (125 PS);nan;nan;Autoscout24.de
Peugeot;308;Peugeot 308 Automatik NAVI Touch BT KAMERA;Seit 1963 Ihr KFZ-Meisterbetrieb in Mainz Bretzenheim;€ 9.390;Sehr guter Preis;123.406 km;Automatik;06/2016;Benzin;96 kW (131 PS);4,9 l/100 km;119 g/km;Autoscout24.de
Renault;Captur;Experience LED|Bluetooth|Sitzheizung;Navigationssystem, Sitzheizung, Totwinkel-Assistent, Regensensor, Verkehrszeichenerkennung, Alufelgen, LED-Scheinwerfer, Spurhalteassistent;€ 14.999;Sehr guter Preis;28.522 km;Schaltgetriebe;12/2020;Benzin;96 kW (131 PS);nan;nan;Autoscout24.de
Opel;Mokka X;1.4 Automatik Innovation;Ihr Autohaus in Espelkamp seit 35 Jahren;€ 13.760;Sehr guter Preis;92.600 km;Automatik;07/2019;Benzin;103 kW (140 PS);8,2 l/100 km;188 g/km;Autoscout24.de
Dacia;Dokker;Stepway 1.2 TCe 115 ALLWETTER PDC KLIMA RADIO;Herbstangebot!;€ 8.990;Sehr guter Preis;120.190 km;Schaltgetriebe;01/2017;Benzin;85 kW (116 PS);nan;nan;Autoscout24.de
Renault;Twingo;LIFE SCe65 Start & Stop WINTERRÄDER;Elektrische Seitenspiegel, E10-geeignet, Sommerreifen, Traktionskontrolle, Zentralverriegelung, Wegfahrsperre;€ 9.245;Sehr guter Preis;23.900 km;Schaltgetriebe;10/2021;Benzin;48 kW (65 PS);5,1 l/100 km;116 g/km;Autoscout24.de
Dacia;Lodgy;1.2 TCE STEPWAY NAVI/PDC/TEMP./NEBEL/KLIMA;Tempomat, Beifahrerairbag, Freisprecheinrichtung, Nebelscheinwerfer, Dachreling, Navigationssystem, Alufelgen, Pannenkit;€ 7.750;Sehr guter Preis;97.500 km;Schaltgetriebe;03/2016;Benzin;85 kW (116 PS);5,6 l/100 km;133 g/km;Autoscout24.de
Citroen;Spacetourer;Spacetourer Feel XL;Schiebetür links, Einparkhilfe Kamera, 360° Kamera, Beifahrerairbag, Radio, Head-up display, Navigationssystem, Kurvenlicht;€ 22.500;nan;136.000 km;Automatik;11/2018;Diesel;130 kW (177 PS);6,2 l/100 km;163 g/km;Autoscout24.de
Opel;Grandland X;1.5D DESIGN  NAVI/LED/AHK/SHZ/ALU;LED-Scheinwerfer, ABS, Lordosenstütze, Einparkhilfe Kamera, Pannenkit, Sitzheizung, Klimaautomatik, Regensensor;€ 14.960;Sehr guter Preis;134.000 km;Automatik;06/2021;Diesel;96 kW (131 PS);3,8 l/100 km;99 g/km;Autoscout24.de
Mercedes-Benz;C 200;Coupé Edition 1 Aut. NAV+LED+SHZ+AHK+PANO+EU6;Schiebedach, Einparkhilfe selbstlenkendes System, Sommerreifen, Radio, Ambientebeleuchtung, LED-Scheinwerfer, Lichtsensor, 2-Zonen-Klimaautomatik;€ 25.749;Sehr guter Preis;28.450 km;Automatik;10/2016;Benzin;135 kW (184 PS);5,3 l/100 km;nan;Autoscout24.de
SEAT;Ibiza;Beats *1.HAND* SHZ PDC KAM NAVI SOUND TEMP;Sportsitze, Sitzheizung, LED-Scheinwerfer, 2-Zonen-Klimaautomatik, Einparkhilfe Kamera, E10-geeignet, Volldigitales Kombiinstrument, Armlehne;€ 11.499;Sehr guter Preis;105.000 km;Schaltgetriebe;02/2019;Benzin;70 kW (95 PS);4,6 l/100 km;105 g/km;Autoscout24.de
Jaguar;XF;20d Schiebdach. Bi-Xenon. Navi. Sitzh. 1.HAND;Seit 1963 Ihr KFZ-Meisterbetrieb in Mainz Bretzenheim;€ 18.900;Sehr guter Preis;78.800 km;Automatik;08/2018;Diesel;120 kW (163 PS);4,9 l/100 km;169 g/km;Autoscout24.de
Audi;A4;Lim. 1.4TFSI S-tronic AHK PARK SHZ TEMP XENON;Elektrische Seitenspiegel, Sommerreifen, Schaltwippen, Anhängerkupplung, Sitzheizung, E10-geeignet, Einparkhilfe Sensoren hinten, Scheinwerferreinigung;€ 17.499;Guter Preis;92.500 km;Automatik;07/2017;Benzin;110 kW (150 PS);5,6 l/100 km;129 g/km;Autoscout24.de
Peugeot;3008;Allure Euro6,Navi,LED,AHK;LED-Scheinwerfer, Touchscreen, Bluetooth, Einparkhilfe Kamera, Spurhalteassistent, Alufelgen, Getönte Scheiben, Einparkhilfe Sensoren hinten;€ 12.800;Fairer Preis;133.211 km;Schaltgetriebe;06/2018;Benzin;96 kW (131 PS);5,4 l/100 km;124 g/km;Autoscout24.de
Mazda;3;Lim. 2.0 OPTIMUM NAVI/LED/KAMERA/TEMP./HUD/AHK;Sitzheizung, Sportsitze, Tempomat, 2-Zonen-Klimaautomatik, Bi-Xenon Scheinwerfer, Lederlenkrad, Navigationssystem, Beifahrerairbag;€ 14.400;Sehr guter Preis;112.950 km;Automatik;05/2018;Benzin;88 kW (120 PS);5,6 l/100 km;129 g/km;Autoscout24.de
BMW;220;Coupé M Sport LED NaviBusiness FernlichtAss;Ihr BMW Servicepartner für die Region Hannover;€ 13.999;Guter Preis;194.000 km;Schaltgetriebe;08/2017;Diesel;140 kW (190 PS);4,3 l/100 km;nan;Autoscout24.de
Fiat;Panda;* HU/AU neu * 1.Hand;Elektr. Fensterheber, Kopfairbag, E10-geeignet, Radio, Fahrerairbag, Berganfahrassistent;€ 9.490;Fairer Preis;12.133 km;Schaltgetriebe;03/2017;Benzin;51 kW (69 PS);5,2 l/100 km;123 g/km;Autoscout24.de
Kia;Rio;1.2 Edition 7;Unser Angebot der Woche;€ 11.500;Sehr guter Preis;31.229 km;Schaltgetriebe;05/2020;Benzin;62 kW (84 PS);nan;nan;Autoscout24.de
Skoda;Octavia;Combi 2.0 TSI RS Navi Xenon Leder LM19´;Sportsitze, Sportfahrwerk, E10-geeignet, Multifunktionslenkrad, Navigationssystem, Scheinwerferreinigung, Sitzheizung, Klimaanlage;€ 18.900;Fairer Preis;87.155 km;Schaltgetriebe;09/2016;Benzin;162 kW (220 PS);nan;nan;Autoscout24.de
BMW;X2;xDrive18d Advantage;Volldigitales Kombiinstrument, Anhängerkupplung, Getönte Scheiben, Abstandstempomat, Alufelgen, Einparkhilfe Sensoren vorne, Notbremsassistent, Nebelscheinwerfer;€ 16.900;Guter Preis;150.234 km;Automatik;11/2018;Diesel;110 kW (150 PS);4,5 l/100 km;118 g/km;Autoscout24.de
Hyundai;i20;1.0 T-GDI Trend Voll-LED Carplay Kam Carplay;Günstige Finanzierung! Wir kaufen Ihr Auto!;€ 14.480;Guter Preis;38.011 km;Schaltgetriebe;12/2023;Benzin;74 kW (101 PS);5,6 l/100 km;127 g/km;Autoscout24.de
Opel;Astra;K Lim. 1.6D EDITION NAVI/LED/TEMP./SPORT;Apple CarPlay, Seitenairbag, Armlehne, Android Auto, Regensensor, Einparkhilfe Sensoren hinten, Zentralverriegelung, LED-Tagfahrlicht;€ 8.450;Sehr guter Preis;117.950 km;Schaltgetriebe;05/2019;Diesel;81 kW (110 PS);3,6 l/100 km;95 g/km;Autoscout24.de
Skoda;Rapid/Spaceback;1.2 TSI Joy*PDC*SHZ*AHK*TEMPO*KLIMA*GARANTIE*;❗Service Historie und Gebrauchtspureninfos auf Anruf;€ 8.540;Sehr guter Preis;109.545 km;Schaltgetriebe;05/2016;Benzin;81 kW (110 PS);4,9 l/100 km;110 g/km;Autoscout24.de
Audi;A4;2.0 TDI ultra *Automatik*Navi*SHZ*;Einparkhilfe Kamera, LED-Scheinwerfer, Sportfahrwerk, 3-Zonen-Klimaautomatik, Navigationssystem, Sitzheizung, Elektrische Heckklappe, Getönte Scheiben;€ 16.900;Fairer Preis;191.140 km;Automatik;03/2018;Diesel;110 kW (150 PS);3,9 l/100 km;99 g/km;Autoscout24.de
Volkswagen;Golf;Comfortline BMT Start-Stopp;Ihr BMW Servicepartner für die Region Hannover;€ 14.999;Sehr guter Preis;78.500 km;Automatik;10/2018;Diesel;85 kW (116 PS);4,0 l/100 km;103 g/km;Autoscout24.de
Ford;Puma;Hybrid ST-Line X EcoBoost 1.0 Navi Digitales Cockp;Sportfahrwerk, Einparkhilfe Kamera, MP3, Abstandstempomat, Sitzheizung, 2-Zonen-Klimaautomatik, Bi-Xenon Scheinwerfer, Volldigitales Kombiinstrument;€ 15.990;Sehr guter Preis;71.652 km;Schaltgetriebe;07/2020;Benzin;92 kW (125 PS);nan;nan;Autoscout24.de
Ford;Mondeo;Trend *Navi*PDC vorn & hinten*Automatik*;Sportfahrwerk, Einparkhilfe Sensoren vorne, USB, Apple CarPlay, Bluetooth, Berganfahrassistent, Beifahrerairbag, Navigationssystem;€ 14.900;Guter Preis;83.500 km;Automatik;12/2017;Diesel;110 kW (150 PS);4,9 l/100 km;126 g/km;Autoscout24.de
Nissan;NV200;/Evalia Tekna 7-Sitze NAV+SHZ KLIMA CAM AHK;Schiebetür links, Einparkhilfe Kamera, Anhängerkupplung, Klimaanlage, Sitzheizung, Klimaautomatik, Schiebetür rechts, Navigationssystem;€ 15.890;Guter Preis;109.647 km;Schaltgetriebe;09/2017;Diesel;81 kW (110 PS);4,9 l/100 km;130 g/km;Autoscout24.de
Audi;SQ5;TFSI Black Ed.Virtual S-Sitz Luftf. 20 Rotor;Luftfederung, Sportsitze, Volldigitales Kombiinstrument, Abstandstempomat, Beifahrerairbag, Elektrische Sitze, Einparkhilfe Kamera, Sportfahrwerk;€ 28.740;Guter Preis;180.000 km;Automatik;01/2018;Benzin;260 kW (354 PS);6,8 l/100 km;189 g/km;Autoscout24.de
BMW;420;xDrive Automatik,Leder,Navi,H&K;Finanzierung ab 6,29% / Sofortankauf & Inzahlungnahme;€ 21.800;Sehr guter Preis;84.900 km;Automatik;07/2018;Diesel;120 kW (163 PS);4,5 l/100 km;118 g/km;Autoscout24.de
SEAT;Ibiza;1.0 TSI 95 PS Xcellence,PDC,Rü-Kam,Full-Li;Freisprecheinrichtung, Sitzheizung, Tempomat, 2-Zonen-Klimaautomatik, Einparkhilfe Kamera, Schlüssellose Zentralverriegelung, Elektrische Seitenspiegel, Regensensor;€ 12.890;Guter Preis;25.810 km;Schaltgetriebe;10/2017;Benzin;70 kW (95 PS);nan;nan;Autoscout24.de
Peugeot;208;Active*Klima*Radio*BT;E10-geeignet, Elektrische Seitenspiegel, Bluetooth, Tempomat, Seitenairbag, Wegfahrsperre, Freisprecheinrichtung, Touchscreen;€ 7.638;Guter Preis;72.000 km;Schaltgetriebe;01/2017;Benzin;60 kW (82 PS);4,5 l/100 km;107 g/km;Autoscout24.de
Opel;Mokka X;1.6 Selection Start/Stop*AHK*KLIMA;Dachreling, Tempomat, Anhängerkupplung, Wegfahrsperre, E10-geeignet, Gepäckraumabtrennung, Reserverad, Klimaanlage;€ 9.590;Guter Preis;100.000 km;Schaltgetriebe;12/2016;Benzin;85 kW (116 PS);6,6 l/100 km;155 g/km;Autoscout24.de
Mercedes-Benz;A 180;"LIMO AMG Line WIDESC+LEDER+NAV+AHK+DAB+18""";Sportsitze, Sportfahrwerk, Volldigitales Kombiinstrument, Ambientebeleuchtung, Sportpaket, Getönte Scheiben, Sitzheizung, Notrufsystem;€ 17.550;Sehr guter Preis;149.443 km;Schaltgetriebe;02/2021;Benzin;100 kW (136 PS);5,2 l/100 km;120 g/km;Autoscout24.de
Skoda;Fabia;1.0 MPI Ambit CLIMATRONIK+SHZ+PDC+TEMP+DAB;Sportsitze, Sitzheizung, Zentralverriegelung, Einparkhilfe Sensoren vorne, Apple CarPlay, Tempomat, Einparkhilfe Sensoren hinten, Isofix;€ 9.950;Sehr guter Preis;46.267 km;Schaltgetriebe;03/2019;Benzin;55 kW (75 PS);4,8 l/100 km;110 g/km;Autoscout24.de
Ford;Transit;Kasten 310 L2H2 Trend Mixto 6 SItzer;Beifahrerairbag, Start/Stop-Automatik, Einparkhilfe Sensoren vorne, Tempomat, Traktionskontrolle, Schiebetür rechts, Klimaanlage, Radio;€ 15.990;Sehr guter Preis;147.000 km;Schaltgetriebe;02/2017;Diesel;96 kW (131 PS);nan;nan;Autoscout24.de
Hyundai;TUCSON;1.6 TGDI 2WD Advantage Automatik, Navi, Sitzheizun;seit über 40 Jahren zuverlässig 99% Weiterempfehlung;€ 18.495;Sehr guter Preis;47.700 km;Automatik;08/2019;Benzin;130 kW (177 PS);8,2 l/100 km;186 g/km;Autoscout24.de
BMW;X5;sDrive 25d 360° PANO|NAVI|INDIVIDUAL|4-ZONEN;Seit 1963 Ihr KFZ-Meisterbetrieb in Mainz Bretzenheim;€ 27.990;Sehr guter Preis;124.000 km;Automatik;06/2017;Diesel;170 kW (231 PS);5,3 l/100 km;140 g/km;Autoscout24.de
BMW;X1;sDrive 18 d *PDC*SHZ*KLIMA*1.HAND*MFL*AHK*;Getönte Scheiben, Anhängerkupplung, Alufelgen, Sitzheizung, Einparkhilfe Sensoren vorne, Multifunktionslenkrad, Elektrische Seitenspiegel, ESP;€ 14.599;Fairer Preis;165.239 km;Schaltgetriebe;07/2018;Diesel;110 kW (150 PS);4,6 l/100 km;120 g/km;Autoscout24.de
MINI;Cooper Cabrio;Salt 1.5 AUT KLIMAAUT BT PDC ALU GJR ParkAss LM 2x;Sportsitze, Ambientebeleuchtung, Freisprecheinrichtung, Bluetooth, Einparkhilfe Sensoren hinten, Traktionskontrolle, 2-Zonen-Klimaautomatik, Radio;€ 12.475;nan;96.212 km;Automatik;09/2016;Benzin;100 kW (136 PS);nan;nan;Autoscout24.de
Opel;Astra;Opel 2020 Start/Stop 1.Hand*;Alufelgen, Regensensor, Sitzheizung, Spurhalteassistent, Nebelscheinwerfer, Beifahrerairbag, USB, DAB-Radio;€ 12.499;Sehr guter Preis;42.000 km;Schaltgetriebe;02/2020;Benzin;96 kW (131 PS);4,3 l/100 km;99 g/km;Autoscout24.de
Opel;Astra;Sports Tourer 1.4 Turbo Dynamic*IntelliLux;Finanzierung o. Anzahlung / Garantie 12 Monate;€ 9.980;nan;99.986 km;Schaltgetriebe;06/2017;Benzin;110 kW (150 PS);nan;0 g/km;Autoscout24.de
Opel;Corsa;CORSA 1.2 TURBO GS NAVI LED SICHTPAKET SUNSET PDC;Finanzierung und Leasing möglich! Kontaktieren Sie uns!;€ 15.990;Sehr guter Preis;4.580 km;Schaltgetriebe;12/2023;Benzin;74 kW (101 PS);5,4 l/100 km;116 g/km;Autoscout24.de
Opel;Astra;1.2 Turbo GS Line SHZ Lenkradheizung Apple CarPlay;Bi-Xenon Scheinwerfer, Xenonscheinwerfer, Sitzheizung, Lordosenstütze, Beifahrerairbag, Spurhalteassistent, Alufelgen, Ambientebeleuchtung;€ 12.750;Sehr guter Preis;48.300 km;Schaltgetriebe;02/2021;Benzin;96 kW (131 PS);5,3 l/100 km;121 g/km;Autoscout24.de
Peugeot;3008;Allure, T.Leder, Fahrassist, 8fach bereift!;Finanzierung ab 6,29% / Sofortankauf & Inzahlungnahme;€ 12.100;Fairer Preis;122.440 km;Schaltgetriebe;06/2017;Benzin;96 kW (131 PS);5,4 l/100 km;124 g/km;Autoscout24.de
Volvo;XC90;Diesel D5 AWD Geartronic Inscription;W-Lan / Wifi Hotspot, Elektrische Sitze, Ambientebeleuchtung, Voll-LED Scheinwerfer, Sitzheizung, Dachreling, Isofix, Regensensor;€ 28.990;Sehr guter Preis;158.800 km;Automatik;07/2018;Diesel;173 kW (235 PS);nan;nan;Autoscout24.de
Volkswagen;Golf;VII 1.0 TSI BMT Comfortline Navi PDC Sitzh.;Sitzheizung, Elektrische Seitenspiegel, 2-Zonen-Klimaautomatik, Navigationssystem, Einparkhilfe Kamera, Multifunktionslenkrad, Lederlenkrad, Einparkhilfe Sensoren vorne;€ 12.910;Sehr guter Preis;79.609 km;Schaltgetriebe;12/2017;Benzin;81 kW (110 PS);nan;nan;Autoscout24.de
Citroen;C3;Feel|2.Hand|54Tkm|LED|PDC|Bluetooth|Klima;Spurhalteassistent, E10-geeignet, Einparkhilfe Sensoren hinten, Verkehrszeichenerkennung, Pannenkit, Wegfahrsperre, Tempomat, Elektr. Fensterheber;€ 9.890;Fairer Preis;54.009 km;Schaltgetriebe;02/2018;Benzin;50 kW (68 PS);4,9 l/100 km;113 g/km;Autoscout24.de
Hyundai;TUCSON;Style Mild-Hybrid 4WD *KAMERA*NAVI*LKAS*;Allrad, Beifahrerairbag, Fahrerairbag, Einparkhilfe Sensoren vorne, LED-Scheinwerfer, Einparkhilfe Kamera, Sitzheizung, Alarmanlage;€ 20.499;nan;76.561 km;Automatik;01/2020;Diesel;136 kW (185 PS);5,8 l/100 km;153 g/km;Autoscout24.de
Audi;SQ5;3.0 TDI QUT FACE*VIRT*MATRIX*KAM*RS-SITZE*22';Volldigitales Kombiinstrument, Sportsitze, Luftfederung, Panoramadach, Allrad, Elektr. Fensterheber, Beifahrerairbag, Soundsystem;€ 32.900;Sehr guter Preis;212.000 km;Automatik;06/2020;Diesel;255 kW (347 PS);6,8 l/100 km;177 g/km;Autoscout24.de
Audi;Q7;3.0 TDI qu*S-LINE*PANO*7-SITZ*TV*BOSE*;Volldigitales Kombiinstrument, Sportpaket, Panoramadach, Einparkhilfe Kamera, Sportsitze, Luftfederung, LED-Scheinwerfer, Elektrische Sitze;€ 33.900;Sehr guter Preis;154.200 km;Automatik;03/2016;Diesel;200 kW (272 PS);5,7 l/100 km;151 g/km;Autoscout24.de
Ford;EcoSport;Titanium 1,0l;Über 1000 Fahrzeuge auf Lager und sofort verfügbar !!!;€ 14.990;Sehr guter Preis;21.000 km;Schaltgetriebe;09/2020;Benzin;92 kW (125 PS);5,0 l/100 km;114 g/km;Autoscout24.de
Nissan;Evalia;NV200/Evalia Tekna 7-Sitze NAV+SHZ KLIMA CAM AHK;Schiebetür links, Anhängerkupplung, Schiebetür rechts, Einparkhilfe Kamera, Isofix, Sitzheizung, Klimaautomatik, Tempomat;€ 15.890;Sehr guter Preis;109.647 km;Schaltgetriebe;09/2017;Diesel;81 kW (110 PS);4,9 l/100 km;130 g/km;Autoscout24.de
Peugeot;2008;1.2 CROSSWAY|APPLE|KAMERA|AMBIENTE;Sitzheizung, Einparkhilfe Kamera, Multifunktionslenkrad, Panoramadach, Geschwindigkeits-begrenzungsanlage, Pannenkit, Ambientebeleuchtung, Tempomat;€ 9.990;Sehr guter Preis;100.000 km;Automatik;07/2016;Benzin;81 kW (110 PS);4,8 l/100 km;110 g/km;Autoscout24.de
Mercedes-Benz;GLA 180;Navi ,LED ,Klima ,Tempomat ,Sitzheizung;Sportsitze, Regensensor, Kurvenlicht, Sitzheizung, Fernlichtassistent, Totwinkel-Assistent, Navigationssystem, Ambientebeleuchtung;€ 19.800;Sehr guter Preis;56.000 km;Automatik;04/2018;Benzin;90 kW (122 PS);nan;nan;Autoscout24.de
Kia;Optima;Sportsw 2.0 Aut Spirit Hyb PANO+MEMO+VOLL;Ambientebeleuchtung, Einparkhilfe Sensoren hinten, Sportpaket, Isofix, Schiebedach, Notbremsassistent, Getönte Scheiben, Apple CarPlay; ;nan;nan;nan;nan;nan;nan;nan;nan;Autoscout24.de
Renault;Master;2.3 dCi 130 Kasten L3H2 3,5t*Klima*;Finanzierung o. Anzahlung / Garantie 12 Monate;€ 12.500;nan;86.720 km;Schaltgetriebe;07/2019;Diesel;96 kW (131 PS);nan;0 g/km;Autoscout24.de
Mercedes-Benz;CLA 200;d aAHK/Voll-LED/Navi/Kamera;Einparkhilfe Kamera, Sportsitze, Sitzheizung, Alufelgen, Lederlenkrad, Fernlichtassistent, Tempomat, Navigationssystem;€ 18.910;Guter Preis;91.100 km;Schaltgetriebe;09/2017;Diesel;100 kW (136 PS);nan;nan;Autoscout24.de
Porsche;Macan;Turbo VOLL+PANO+STANDH+ACC+LED;Panoramadach, Sitzheizung, Sitzbelüftung, LED-Scheinwerfer, Beheizbares Lenkrad, Luftfederung, Sportsitze, Soundsystem;€ 29.950;Sehr guter Preis;174.000 km;Automatik;06/2016;Benzin;294 kW (400 PS);9,2 l/100 km;218 g/km;Autoscout24.de
Audi;Q3;2.0 TDI S-tronic sport *AHK*Navi*SHZ*;Volldigitales Kombiinstrument, Elektrische Heckklappe, Ambientebeleuchtung, Einparkhilfe Kamera, Elektrische Sitze, Spoiler, Multifunktionslenkrad, Navigationssystem;€ 18.890;Guter Preis;116.954 km;Automatik;12/2016;Diesel;110 kW (150 PS);nan;nan;Autoscout24.de
Opel;Grandland X;Edition Klima*EU6*Temp*Szhz*TÜV NEU*;Elektr. Fensterheber, Sitzheizung, Apple CarPlay, Armlehne, 2-Zonen-Klimaautomatik, Spurhalteassistent, Alufelgen, Getönte Scheiben;€ 11.790;Guter Preis;169.997 km;Schaltgetriebe;01/2018;Diesel;88 kW (120 PS);4,3 l/100 km;111 g/km;Autoscout24.de
Tesla;Model S;"70 Facelift*21 ""*Distronic*Pano*";LED-Scheinwerfer, Panoramadach, Einparkhilfe Sensoren vorne, Spurhalteassistent, Sitzheizung, Lichtsensor, Abstandstempomat, Bluetooth; ;nan;nan;nan;nan;nan;nan;nan;nan;Autoscout24.de
Volkswagen;Golf;Life Navi Rückfahrkamera;LED-Scheinwerfer, ABS, 3-Zonen-Klimaautomatik, Alufelgen, Volldigitales Kombiinstrument, Abstandstempomat, Lordosenstütze, Armlehne;€ 17.850;Guter Preis;73.748 km;Schaltgetriebe;09/2020;Diesel;85 kW (116 PS);3,5 l/100 km;91 g/km;Autoscout24.de
Audi;A4;Avant 35TDI S-tronic LED~Pano~Navi3D~AHK~PDC;LED-Scheinwerfer, Armlehne, Alufelgen, Elektrische Heckklappe, Start/Stop-Automatik, Sitzheizung, Schiebedach, Bordcomputer;€ 16.850;Guter Preis;176.414 km;Automatik;12/2019;Diesel;120 kW (163 PS);4,1 l/100 km;108 g/km;Autoscout24.de
SEAT;Ateca;1.4 TSI Style Navi SHZ PDC 110 kW (150 PS), Sch...;Sonderzinstage bei Autoflex24 eff. Zins ab 2,22 %;€ 16.987;Sehr guter Preis;70.987 km;Schaltgetriebe;05/2018;Benzin;110 kW (150 PS);nan;nan;Autoscout24.de
Fiat;500C;Lounge 1.2  Cabrio Tempomat Radio PDC Alu Klimaanl;Apple CarPlay, Einparkhilfe Sensoren hinten, Alufelgen, Katalysator, Spoiler, Bluetooth, Schiebedach, Klimaanlage;€ 10.979;Sehr guter Preis;46.146 km;Schaltgetriebe;02/2020;Benzin;51 kW (69 PS);nan;nan;Autoscout24.de
Volkswagen;Touran;Comfortline BMT;3-Zonen-Klimaautomatik, Sitzheizung, Alufelgen, Einparkhilfe Sensoren hinten, Abstandstempomat, LED-Scheinwerfer, Elektrische Seitenspiegel, CD;€ 13.900;Sehr guter Preis;173.250 km;Automatik;11/2017;Diesel;85 kW (116 PS);4,4 l/100 km;114 g/km;Autoscout24.de
BMW;M3;Lim. Competition, LED, H&K, Kein USA Import;Sportfahrwerk, Sportsitze, Head-up display, Sportpaket, Schaltwippen, Spoiler, LED-Scheinwerfer, W-Lan / Wifi Hotspot;€ 48.890;Fairer Preis;141.000 km;Automatik;03/2017;Benzin;331 kW (450 PS);8,3 l/100 km;194 g/km;Autoscout24.de
