Brand,Model,Kilometers,BuildYear,Transmission,Fuel,Power,l/Km,Emission,CurrentPrice
Skoda,Octavia,0 km,N/A,Automatik,Diesel,110 kW (150 PS),9l/100km,499g CO2/km (WLTP,40.221
Skoda,Octavia,0 km,N/A,Manuell,Benzin,110 kW (150 PS),9l/100km,499g CO2/km (WLTP,29.082
Skoda,Octavia,0 km,N/A,Manuell,Benzin,85 kW (116 PS),8l/100km,499g CO2/km (WLTP,28.373
Skoda,Octavia,0 km,N/A,Automatik,Diesel,110 kW (150 PS),9l/100km,499g CO2/km (WLTP,42.043
Skoda,Octavia,0 km,N/A,Automatik,Benzin,85 kW (116 PS),5l/100km,499g CO2/km (WLTP,30.238
Ford,Kuga,0 km,N/A,Manuell,Benzin,110 kW (150 PS),2l/100km,499g CO2/km (WLTP,36.808
Skoda,Octavia,0 km,N/A,Manuell,Diesel,85 kW (116 PS),7l/100km,499g CO2/km (WLTP,32.889
Skoda,Octavia,0 km,N/A,Automatik,Benzin,85 kW (116 PS),5l/100km,499g CO2/km (WLTP,32.089
Skoda,Octavia,0 km,N/A,Manuell,Benzin,110 kW (150 PS),9l/100km,499g CO2/km (WLTP,37.201
Skoda,Octavia,0 km,N/A,Manuell,Benzin,110 kW (150 PS),9l/100km,499g CO2/km (WLTP,31.305
Skoda,Octavia,0 km,N/A,Automatik,Diesel,110 kW (150 PS),9l/100km,499g CO2/km (WLTP,41.885
Skoda,Octavia,0 km,N/A,Automatik,Benzin,110 kW (150 PS),4l/100km,499g CO2/km (WLTP,37.571
Skoda,Octavia,0 km,N/A,Manuell,Benzin,110 kW (150 PS),9l/100km,499g CO2/km (WLTP,27.688
Skoda,Octavia,0 km,N/A,Automatik,Benzin,110 kW (150 PS),4l/100km,499g CO2/km (WLTP,38.945
Skoda,Octavia,0 km,N/A,Automatik,Diesel,110 kW (150 PS),9l/100km,499g CO2/km (WLTP,39.758
Skoda,Octavia,0 km,N/A,Manuell,Benzin,85 kW (116 PS),8l/100km,499g CO2/km (WLTP,24.863
Skoda,Octavia,0 km,N/A,Manuell,Benzin,110 kW (150 PS),9l/100km,499g CO2/km (WLTP,31.869
Skoda,Octavia,0 km,N/A,Automatik,Benzin,110 kW (150 PS),4l/100km,499g CO2/km (WLTP,41.466
Skoda,Octavia,0 km,N/A,Manuell,Diesel,85 kW (116 PS),7l/100km,499g CO2/km (WLTP,36.984
Skoda,Octavia,0 km,N/A,Manuell,Diesel,85 kW (116 PS),7l/100km,499g CO2/km (WLTP,37.557
Skoda,Octavia,0 km,N/A,Automatik,Benzin,110 kW (150 PS),4l/100km,499g CO2/km (WLTP,32.447
Skoda,Octavia,0 km,N/A,Manuell,Benzin,85 kW (116 PS),8l/100km,499g CO2/km (WLTP,29.107
Skoda,Octavia,0 km,N/A,Manuell,Benzin,110 kW (150 PS),9l/100km,499g CO2/km (WLTP,35.772
Skoda,Octavia,0 km,N/A,Manuell,Diesel,85 kW (116 PS),7l/100km,499g CO2/km (WLTP,32.901
Skoda,Octavia,0 km,N/A,Manuell,Benzin,110 kW (150 PS),9l/100km,499g CO2/km (WLTP,37.761
Skoda,Octavia,0 km,N/A,Manuell,Benzin,110 kW (150 PS),9l/100km,499g CO2/km (WLTP,37.540
Skoda,Octavia,0 km,N/A,Automatik,Benzin,110 kW (150 PS),4l/100km,499g CO2/km (WLTP,28.710
Skoda,Octavia,0 km,N/A,Automatik,Benzin,85 kW (116 PS),5l/100km,499g CO2/km (WLTP,30.180
Skoda,Octavia,0 km,N/A,Manuell,Diesel,85 kW (116 PS),7l/100km,499g CO2/km (WLTP,29.752
Skoda,Octavia,0 km,N/A,Automatik,Diesel,110 kW (150 PS),9l/100km,499g CO2/km (WLTP,41.561
Skoda,Octavia,0 km,N/A,Automatik,Benzin,85 kW (116 PS),5l/100km,499g CO2/km (WLTP,32.296
Skoda,Octavia,0 km,N/A,Manuell,Diesel,85 kW (116 PS),7l/100km,499g CO2/km (WLTP,35.574
Skoda,Octavia,0 km,N/A,Automatik,Benzin,110 kW (150 PS),4l/100km,499g CO2/km (WLTP,40.034
Skoda,Octavia,0 km,N/A,Manuell,Benzin,110 kW (150 PS),9l/100km,499g CO2/km (WLTP,35.039
Skoda,Octavia,0 km,N/A,Automatik,Benzin,110 kW (150 PS),4l/100km,499g CO2/km (WLTP,33.528
Skoda,Octavia,0 km,N/A,Manuell,Benzin,110 kW (150 PS),9l/100km,499g CO2/km (WLTP,39.604
Skoda,Octavia,0 km,N/A,Manuell,Benzin,85 kW (116 PS),8l/100km,499g CO2/km (WLTP,32.258
Skoda,Octavia,0 km,N/A,Manuell,Diesel,85 kW (116 PS),7l/100km,499g CO2/km (WLTP,27.550
Skoda,Octavia,0 km,N/A,Automatik,Benzin,110 kW (150 PS),4l/100km,499g CO2/km (WLTP,38.416
Skoda,Octavia,0 km,N/A,Automatik,Diesel,110 kW (150 PS),9l/100km,499g CO2/km (WLTP,35.552
Skoda,Octavia,0 km,N/A,Automatik,Diesel,110 kW (150 PS),9l/100km,499g CO2/km (WLTP,37.788
Skoda,Octavia,0 km,N/A,Manuell,Diesel,85 kW (116 PS),7l/100km,499g CO2/km (WLTP,36.162
Skoda,Octavia,0 km,N/A,Automatik,Diesel,110 kW (150 PS),9l/100km,499g CO2/km (WLTP,38.418
Skoda,Octavia,0 km,N/A,Automatik,Diesel,110 kW (150 PS),9l/100km,499g CO2/km (WLTP,40.083
Skoda,Octavia,15 km,N/A,Automatik,Benzin,110 kW (150 PS),5l/100km,499g CO2/km (WLTP,41.635
Skoda,Fabia,0 km,N/A,Manuell,Benzin,70 kW (95 PS),1l/100km,499g CO2/km (WLTP,20.495
Skoda,Superb,0 km,N/A,Automatik,Diesel,110 kW (150 PS),1l/100km,499g CO2/km (WLTP,56.513
Skoda,Superb,0 km,N/A,Automatik,Diesel,142 kW (190 PS),9l/100km,499g CO2/km (WLTP,59.789
Skoda,Superb,0 km,N/A,Automatik,Diesel,110 kW (150 PS),1l/100km,499g CO2/km (WLTP,54.272
Skoda,Superb,0 km,N/A,Automatik,Diesel,142 kW (190 PS),9l/100km,499g CO2/km (WLTP,62.176
Volkswagen,T-Roc,20 km,N/A,Automatik,Benzin,110 kW (150 PS),5l/100km,499g CO2/km (WLTP,39.834
Volkswagen,Golf Variant,20 km,N/A,Manuell,Benzin,110 kW (150 PS),9l/100km,499g CO2/km (WLTP,36.691
Volkswagen,T-Roc,20 km,N/A,Manuell,Benzin,110 kW (150 PS),2l/100km,499g CO2/km (WLTP,36.702
Volkswagen,T-Roc,20 km,N/A,Manuell,Benzin,110 kW (150 PS),2l/100km,499g CO2/km (WLTP,35.971
Volkswagen,T-Roc,20 km,N/A,Manuell,Benzin,110 kW (150 PS),2l/100km,499g CO2/km (WLTP,36.822
Volkswagen,Tiguan,0 km,N/A,Automatik,Benzin,110 kW (150 PS),4l/100km,499g CO2/km (WLTP,57.458
Volkswagen,Tiguan,0 km,N/A,Automatik,Diesel,142 kW (190 PS),4l/100km,499g CO2/km (WLTP,61.718
Volkswagen,Tiguan,0 km,N/A,Automatik,Diesel,110 kW (150 PS),6l/100km,499g CO2/km (WLTP,56.981
Volkswagen,Tiguan,0 km,N/A,Automatik,Benzin,110 kW (150 PS),4l/100km,499g CO2/km (WLTP,53.457
Skoda,Fabia,0 km,N/A,Manuell,Benzin,70 kW (95 PS),1l/100km,499g CO2/km (WLTP,23.545
Skoda,Octavia,15 km,N/A,Automatik,Diesel,110 kW (150 PS),6l/100km,499g CO2/km (WLTP,42.643
Volkswagen,Golf GTI,20 km,N/A,Automatik,Benzin,180 kW (245 PS),1l/100km,499g CO2/km (WLTP,63.658
Volkswagen,Golf GTI,20 km,N/A,Automatik,Benzin,180 kW (245 PS),1l/100km,499g CO2/km (WLTP,59.069
Volkswagen,Golf GTI,20 km,N/A,Automatik,Benzin,180 kW (245 PS),1l/100km,499g CO2/km (WLTP,61.978
Skoda,Octavia,0 km,N/A,Automatik,Benzin,110 kW (150 PS),4l/100km,499g CO2/km (WLTP,37.104
Volkswagen,Caddy,0 km,N/A,Automatik,Diesel,90 kW (122 PS),6l/100km,499g CO2/km (WLTP,39.543
Skoda,Karoq,0 km,N/A,Automatik,Diesel,110 kW (150 PS),4l/100km,499g CO2/km (WLTP,44.965
Skoda,Karoq,0 km,N/A,Manuell,Benzin,110 kW (150 PS),4l/100km,499g CO2/km (WLTP,34.910
Skoda,Karoq,0 km,N/A,Automatik,Diesel,110 kW (150 PS),4l/100km,499g CO2/km (WLTP,39.507
Skoda,Karoq,0 km,N/A,Manuell,Benzin,110 kW (150 PS),4l/100km,499g CO2/km (WLTP,39.635
Skoda,Karoq,0 km,N/A,Automatik,Diesel,110 kW (150 PS),7l/100km,499g CO2/km (WLTP,46.964
Volkswagen,Caddy,0 km,N/A,Automatik,Diesel,90 kW (122 PS),6l/100km,499g CO2/km (WLTP,41.561
Volkswagen,Caddy,0 km,N/A,Automatik,Diesel,90 kW (122 PS),6l/100km,499g CO2/km (WLTP,35.397
Volkswagen,Caddy,0 km,N/A,Manuell,Diesel,75 kW (102 PS),4l/100km,499g CO2/km (WLTP,34.236
Volkswagen,Caddy,0 km,N/A,Automatik,Diesel,90 kW (122 PS),6l/100km,499g CO2/km (WLTP,38.132
Skoda,Karoq,0 km,N/A,Manuell,Benzin,85 kW (116 PS),8l/100km,499g CO2/km (WLTP,32.183
Skoda,Karoq,0 km,N/A,Manuell,Diesel,85 kW (116 PS),7l/100km,499g CO2/km (WLTP,34.303
Skoda,Karoq,0 km,N/A,Automatik,Benzin,110 kW (150 PS),4l/100km,499g CO2/km (WLTP,37.239
Skoda,Karoq,0 km,N/A,Automatik,Benzin,110 kW (150 PS),4l/100km,499g CO2/km (WLTP,42.133
Volkswagen,Caddy,0 km,N/A,Manuell,Diesel,75 kW (102 PS),4l/100km,499g CO2/km (WLTP,31.278
Volkswagen,Caddy,0 km,N/A,Manuell,Diesel,75 kW (102 PS),4l/100km,499g CO2/km (WLTP,35.458
Skoda,Karoq,0 km,N/A,Automatik,Diesel,110 kW (150 PS),7l/100km,499g CO2/km (WLTP,42.283
Volkswagen,T-Roc,10 km,N/A,Automatik,Benzin,110 kW (150 PS),1l/100km,499g CO2/km (WLTP,43.171
Seat,Arona,20 km,N/A,Automatik,Benzin,85 kW (116 PS),9l/100km,499g CO2/km (WLTP,31.414
Seat,Arona,20 km,N/A,Automatik,Benzin,85 kW (116 PS),9l/100km,499g CO2/km (WLTP,29.208
Volkswagen,Golf Variant,20 km,N/A,Automatik,Benzin,110 kW (150 PS),6l/100km,499g CO2/km (WLTP,40.861
Skoda,Fabia,0 km,N/A,Manuell,Benzin,70 kW (95 PS),1l/100km,499g CO2/km (WLTP,20.931
Skoda,Fabia,0 km,N/A,Manuell,Benzin,70 kW (95 PS),1l/100km,499g CO2/km (WLTP,21.366
Volkswagen,Caddy,0 km,N/A,Automatik,Diesel,90 kW (122 PS),7l/100km,499g CO2/km (WLTP,39.318
Hyundai,i30,20 km,N/A,Automatik,Benzin,74 kW (99 PS),6l/100km,499g CO2/km (WLTP,28.559
Hyundai,i30,20 km,N/A,Automatik,Benzin,74 kW (99 PS),6l/100km,499g CO2/km (WLTP,28.886
Hyundai,i30,10 km,N/A,Manuell,Benzin,71 kW (99 PS),3l/100km,499g CO2/km (WLTP,27.647
Skoda,Octavia,10 km,N/A,Automatik,Benzin,180 kW (245 PS),7l/100km,499g CO2/km (WLTP,50.080
Skoda,Octavia,30 km,N/A,Automatik,Benzin,110 kW (150 PS),5l/100km,499g CO2/km (WLTP,40.622
Skoda,Octavia,30 km,N/A,Automatik,Benzin,110 kW (150 PS),9l/100km,499g CO2/km (WLTP,38.837
Hyundai,i30,20 km,N/A,Automatik,Benzin,74 kW (99 PS),6l/100km,499g CO2/km (WLTP,28.618
Hyundai,i30,20 km,N/A,Automatik,Benzin,74 kW (99 PS),6l/100km,499g CO2/km (WLTP,29.220
Skoda,Octavia,30 km,N/A,Automatik,Benzin,110 kW (150 PS),9l/100km,499g CO2/km (WLTP,35.106
Skoda,Octavia,30 km,N/A,Automatik,Benzin,110 kW (150 PS),5l/100km,499g CO2/km (WLTP,36.111
Hyundai,i30,10 km,N/A,Manuell,Benzin,71 kW (99 PS),3l/100km,499g CO2/km (WLTP,28.938
Skoda,Karoq,20 km,N/A,Automatik,Benzin,110 kW (150 PS),2l/100km,499g CO2/km (WLTP,40.643
Kia,Stonic,0 km,N/A,Manuell,Benzin,62 kW (84 PS),1l/100km,499g CO2/km (WLTP,23.858
Dacia,Sandero,0 km,N/A,Manuell,Benzin,67 kW (90 PS),3l/100km,499g CO2/km (WLTP,17.158
Dacia,Sandero,0 km,N/A,Automatik,Benzin,67 kW (90 PS),7l/100km,499g CO2/km (WLTP,18.658
Volkswagen,Caddy,0 km,N/A,Automatik,Diesel,90 kW (122 PS),7l/100km,499g CO2/km (WLTP,42.792
Volkswagen,Caddy,0 km,N/A,Manuell,Diesel,75 kW (102 PS),6l/100km,499g CO2/km (WLTP,36.999
Volkswagen,Caddy,0 km,N/A,Manuell,Diesel,75 kW (102 PS),6l/100km,499g CO2/km (WLTP,33.018
Volkswagen,Caddy,0 km,N/A,Manuell,Diesel,75 kW (102 PS),6l/100km,499g CO2/km (WLTP,35.275
Dacia,Sandero,0 km,N/A,Manuell,Benzin,67 kW (90 PS),3l/100km,499g CO2/km (WLTP,17.658
Volkswagen,Caddy,0 km,N/A,Automatik,Diesel,90 kW (122 PS),7l/100km,499g CO2/km (WLTP,40.480
Volkswagen,Caddy,0 km,N/A,Automatik,Diesel,90 kW (122 PS),7l/100km,499g CO2/km (WLTP,36.940
Dacia,Sandero,0 km,N/A,Automatik,Benzin,67 kW (90 PS),7l/100km,499g CO2/km (WLTP,17.358
Volkswagen,Tiguan,0 km,N/A,Automatik,Diesel,110 kW (150 PS),3l/100km,499g CO2/km (WLTP,49.695
Volkswagen,Caddy,0 km,N/A,Manuell,Diesel,90 kW (122 PS),4l/100km,499g CO2/km (WLTP,39.858
Volkswagen,Tiguan,0 km,N/A,Automatik,Diesel,110 kW (150 PS),3l/100km,499g CO2/km (WLTP,47.958
Volkswagen,Tiguan,0 km,N/A,Automatik,Diesel,110 kW (150 PS),3l/100km,499g CO2/km (WLTP,53.158
Volkswagen,Caddy,0 km,N/A,Automatik,Diesel,90 kW (122 PS),5l/100km,499g CO2/km (WLTP,40.658
Volkswagen,Caddy,0 km,N/A,Manuell,Diesel,75 kW (102 PS),3l/100km,499g CO2/km (WLTP,35.758
Volkswagen,Caddy,0 km,N/A,Manuell,Diesel,75 kW (102 PS),3l/100km,499g CO2/km (WLTP,34.141
Volkswagen,Caddy,0 km,N/A,Automatik,Diesel,90 kW (122 PS),6l/100km,499g CO2/km (WLTP,38.528
Volkswagen,Caddy,0 km,N/A,Manuell,Diesel,90 kW (122 PS),4l/100km,499g CO2/km (WLTP,39.418
Volkswagen,Golf,0 km,N/A,Manuell,Benzin,110 kW (150 PS),4l/100km,499g CO2/km (WLTP,33.258
Volkswagen,Golf,0 km,N/A,Automatik,Benzin,110 kW (150 PS),2l/100km,499g CO2/km (WLTP,35.058
Volkswagen,Golf,0 km,N/A,Automatik,Diesel,110 kW (150 PS),5l/100km,499g CO2/km (WLTP,38.550
Skoda,Karoq,0 km,N/A,Automatik,Diesel,110 kW (150 PS),4l/100km,499g CO2/km (WLTP,38.697
Skoda,Karoq,0 km,N/A,Automatik,Diesel,110 kW (150 PS),4l/100km,499g CO2/km (WLTP,36.694
Volkswagen,Golf,0 km,N/A,Manuell,Diesel,85 kW (116 PS),3l/100km,499g CO2/km (WLTP,32.158
Volkswagen,Golf,0 km,N/A,Manuell,Diesel,85 kW (116 PS),3l/100km,499g CO2/km (WLTP,34.052
Skoda,Karoq,0 km,N/A,Automatik,Diesel,110 kW (150 PS),4l/100km,499g CO2/km (WLTP,41.933
Volkswagen,Golf,0 km,N/A,Manuell,Benzin,110 kW (150 PS),4l/100km,499g CO2/km (WLTP,36.315
Volkswagen,Golf,0 km,N/A,Automatik,Diesel,110 kW (150 PS),5l/100km,499g CO2/km (WLTP,40.695
Skoda,Karoq,0 km,N/A,Automatik,Diesel,110 kW (150 PS),4l/100km,499g CO2/km (WLTP,38.794
Skoda,Karoq,0 km,N/A,Automatik,Diesel,110 kW (150 PS),4l/100km,499g CO2/km (WLTP,43.017
Volkswagen,Golf,0 km,N/A,Automatik,Diesel,110 kW (150 PS),5l/100km,499g CO2/km (WLTP,35.504
Volkswagen,Golf,0 km,N/A,Automatik,Benzin,110 kW (150 PS),2l/100km,499g CO2/km (WLTP,40.155
Volkswagen,Golf,0 km,N/A,Automatik,Benzin,110 kW (150 PS),2l/100km,499g CO2/km (WLTP,36.179
Hyundai,i30,0 km,N/A,Manuell,Benzin,71 kW (99 PS),3l/100km,499g CO2/km (WLTP,23.031
Volkswagen,Golf,0 km,N/A,Automatik,Benzin,110 kW (150 PS),2l/100km,499g CO2/km (WLTP,37.482
Volkswagen,Golf,0 km,N/A,Automatik,Diesel,110 kW (150 PS),5l/100km,499g CO2/km (WLTP,38.293
Volkswagen,Golf,0 km,N/A,Automatik,Diesel,110 kW (150 PS),5l/100km,499g CO2/km (WLTP,41.057
Skoda,Fabia,0 km,N/A,Manuell,Benzin,70 kW (95 PS),1l/100km,499g CO2/km (WLTP,23.688
Volkswagen,Golf,0 km,N/A,Manuell,Benzin,110 kW (150 PS),4l/100km,499g CO2/km (WLTP,34.905
Volkswagen,Golf,0 km,N/A,Automatik,Benzin,110 kW (150 PS),2l/100km,499g CO2/km (WLTP,36.484
Volkswagen,Caddy,0 km,N/A,Manuell,Diesel,75 kW (102 PS),3l/100km,499g CO2/km (WLTP,35.043
Volkswagen,Caddy,0 km,N/A,Automatik,Diesel,90 kW (122 PS),8l/100km,499g CO2/km (WLTP,39.144
Volkswagen,Caddy,0 km,N/A,Manuell,Diesel,90 kW (122 PS),4l/100km,499g CO2/km (WLTP,40.847
Skoda,Octavia,101 km,01/2025,Automatik,Diesel,110 kW (150 PS),6l/100km,499g CO2/km (WLTP,42.591
Skoda,Octavia,100 km,01/2025,Automatik,Diesel,110 kW (150 PS),6l/100km,499g CO2/km (WLTP,42.712
Skoda,Octavia,102 km,01/2025,Automatik,Diesel,110 kW (150 PS),6l/100km,499g CO2/km (WLTP,43.707
Skoda,Karoq,0 km,N/A,Automatik,Diesel,110 kW (150 PS),5l/100km,499g CO2/km (WLTP,44.051
Skoda,Karoq,0 km,N/A,Manuell,Benzin,110 kW (150 PS),1l/100km,499g CO2/km (WLTP,37.604
Nissan,Juke,0 km,N/A,Automatik,Benzin,84 kW (114 PS),1l/100km,499g CO2/km (WLTP,26.589
Skoda,Karoq,0 km,N/A,Manuell,Diesel,85 kW (116 PS),7l/100km,499g CO2/km (WLTP,37.861
Volkswagen,Golf,0 km,N/A,Automatik,Benzin,81 kW (110 PS),1l/100km,499g CO2/km (WLTP,32.523
Nissan,Juke,0 km,N/A,Manuell,Benzin,84 kW (114 PS),9l/100km,499g CO2/km (WLTP,26.029
Skoda,Karoq,0 km,N/A,Automatik,Diesel,110 kW (150 PS),1l/100km,499g CO2/km (WLTP,43.514
Skoda,Karoq,0 km,N/A,Automatik,Benzin,110 kW (150 PS),2l/100km,499g CO2/km (WLTP,44.658
Skoda,Karoq,0 km,N/A,Automatik,Diesel,110 kW (150 PS),1l/100km,499g CO2/km (WLTP,42.746
Skoda,Karoq,0 km,N/A,Automatik,Benzin,110 kW (150 PS),2l/100km,499g CO2/km (WLTP,39.914
Skoda,Octavia,10 km,N/A,Automatik,Diesel,110 kW (150 PS),6l/100km,499g CO2/km (WLTP,46.622
Skoda,Octavia,0 km,N/A,Automatik,Benzin,85 kW (116 PS),5l/100km,499g CO2/km (WLTP,30.406
Volkswagen,Caddy,0 km,N/A,Manuell,Diesel,90 kW (122 PS),4l/100km,499g CO2/km (WLTP,46.258
Volkswagen,Tiguan,0 km,N/A,Automatik,Benzin,110 kW (150 PS),2l/100km,499g CO2/km (WLTP,49.858
Skoda,Octavia,0 km,N/A,Manuell,Benzin,85 kW (116 PS),2l/100km,499g CO2/km (WLTP,27.828
Skoda,Octavia,0 km,N/A,Automatik,Benzin,110 kW (150 PS),2l/100km,499g CO2/km (WLTP,41.649
Skoda,Octavia,0 km,N/A,Automatik,Diesel,110 kW (150 PS),7l/100km,499g CO2/km (WLTP,44.448
Skoda,Octavia,0 km,N/A,Automatik,Benzin,110 kW (150 PS),5l/100km,499g CO2/km (WLTP,31.349
Volkswagen,Tiguan,0 km,N/A,Automatik,Diesel,110 kW (150 PS),4l/100km,499g CO2/km (WLTP,52.907
Skoda,Octavia,10 km,N/A,Automatik,Benzin,110 kW (150 PS),5l/100km,499g CO2/km (WLTP,41.010
Skoda,Octavia,10 km,N/A,Automatik,Benzin,110 kW (150 PS),5l/100km,499g CO2/km (WLTP,42.362
Volkswagen,T7 SONSTIGE,10 km,03/2025,Manuell,Diesel,110 kW (150 PS),4l/100km,499g CO2/km (WLTP,54.264
Volkswagen,T7 SONSTIGE,10 km,03/2025,Manuell,Diesel,110 kW (150 PS),4l/100km,499g CO2/km (WLTP,53.457
Volkswagen,T7 SONSTIGE,10 km,03/2025,Manuell,Diesel,110 kW (150 PS),3l/100km,499g CO2/km (WLTP,52.730
Volkswagen,T7 SONSTIGE,10 km,03/2025,Manuell,Diesel,110 kW (150 PS),3l/100km,499g CO2/km (WLTP,53.118
Volkswagen,T7 SONSTIGE,10 km,03/2025,Manuell,Diesel,110 kW (150 PS),3l/100km,499g CO2/km (WLTP,53.150
Volkswagen,Golf,0 km,N/A,Automatik,Benzin,110 kW (150 PS),5l/100km,499g CO2/km (WLTP,36.658
Volkswagen,Caddy,0 km,N/A,Manuell,Diesel,90 kW (122 PS),7l/100km,499g CO2/km (WLTP,41.557
Volkswagen,Caddy,0 km,N/A,Manuell,Diesel,75 kW (102 PS),5l/100km,499g CO2/km (WLTP,34.282
Volkswagen,Caddy,0 km,N/A,Manuell,Diesel,75 kW (102 PS),6l/100km,499g CO2/km (WLTP,36.217
Volkswagen,Caddy,0 km,N/A,Automatik,Diesel,90 kW (122 PS),7l/100km,499g CO2/km (WLTP,38.308
Skoda,Octavia,0 km,N/A,Automatik,Benzin,85 kW (116 PS),1l/100km,499g CO2/km (WLTP,29.419
Skoda,Octavia,0 km,N/A,Automatik,Benzin,110 kW (150 PS),1l/100km,499g CO2/km (WLTP,31.773
Volkswagen,Caddy,0 km,N/A,Automatik,Diesel,90 kW (122 PS),7l/100km,499g CO2/km (WLTP,40.308
Skoda,Octavia,0 km,N/A,Manuell,Benzin,85 kW (116 PS),4l/100km,499g CO2/km (WLTP,28.079
Skoda,Karoq,0 km,N/A,Automatik,Benzin,110 kW (150 PS),6l/100km,499g CO2/km (WLTP,44.226
Skoda,Karoq,0 km,N/A,Automatik,Diesel,110 kW (150 PS),3l/100km,499g CO2/km (WLTP,47.425
Volkswagen,Tiguan,0 km,N/A,Automatik,Benzin,110 kW (150 PS),2l/100km,499g CO2/km (WLTP,52.750
Skoda,Karoq,0 km,N/A,Manuell,Benzin,110 kW (150 PS),5l/100km,499g CO2/km (WLTP,41.969
Skoda,Karoq,0 km,N/A,Automatik,Diesel,110 kW (150 PS),8l/100km,499g CO2/km (WLTP,50.200
Volkswagen,Tiguan,0 km,N/A,Automatik,Diesel,142 kW (190 PS),2l/100km,499g CO2/km (WLTP,62.648
Volkswagen,Tiguan,0 km,N/A,Automatik,Diesel,110 kW (150 PS),3l/100km,499g CO2/km (WLTP,55.589
Volkswagen,T-Roc,0 km,N/A,Automatik,Benzin,110 kW (150 PS),1l/100km,499g CO2/km (WLTP,39.810
Skoda,Octavia,0 km,N/A,Automatik,Diesel,110 kW (150 PS),7l/100km,499g CO2/km (WLTP,45.661
Seat,Leon,0 km,N/A,Automatik,Diesel,110 kW (150 PS),9l/100km,499g CO2/km (WLTP,38.484
Volkswagen,Caddy,0 km,N/A,Automatik,Diesel,90 kW (122 PS),7l/100km,499g CO2/km (WLTP,43.651
Skoda,Octavia,0 km,N/A,Automatik,Benzin,110 kW (150 PS),2l/100km,499g CO2/km (WLTP,42.592
Volkswagen,Caddy,0 km,N/A,Manuell,Diesel,90 kW (122 PS),7l/100km,499g CO2/km (WLTP,45.018
Volkswagen,T-Roc,0 km,N/A,Automatik,Benzin,110 kW (150 PS),3l/100km,499g CO2/km (WLTP,39.001
Hyundai,i30,25.800 km,05/2024,Automatik,Benzin,88 kW (120 PS),2l/100km,140g CO2/km (WLTP,27.645
Dacia,Sandero,1.001 km,12/2024,Manuell,Autogas,67 kW (90 PS),,96g CO2/km (komb)*,16.895
Dacia,Sandero,10 km,12/2024,Manuell,Benzin,67 kW (90 PS),9l/100km,499g CO2/km (WLTP,16.506
Seat,Arona,15.500 km,04/2024,Automatik,Benzin,85 kW (116 PS),8l/100km,131g CO2/km (WLTP,26.438
Volkswagen,Tiguan,1.500 km,10/2024,Automatik,Benzin,110 kW (150 PS),8l/100km,156g CO2/km (WLTP,59.334
Hyundai,i30,24.600 km,03/2024,Automatik,Benzin,88 kW (120 PS),4l/100km,144g CO2/km (WLTP,27.648
Mazda,CX-5,4.001 km,10/2024,Automatik,Diesel,110 kW (150 PS),1l/100km,160g CO2/km (WLTP,44.391
Mazda,CX-5,5.103 km,09/2024,Automatik,Benzin,143 kW (194 PS),6l/100km,172g CO2/km (WLTP,45.789
Hyundai,i30,3.001 km,08/2024,Manuell,Benzin,74 kW (101 PS),3l/100km,143g CO2/km (WLTP,28.997
Volkswagen,Tiguan,18.850 km,07/2024,Automatik,Diesel,110 kW (150 PS),6l/100km,147g CO2/km (WLTP,57.591
Hyundai,i30,20.600 km,03/2024,Automatik,Benzin,88 kW (120 PS),2l/100km,140g CO2/km (WLTP,28.771
Hyundai,i30,19.400 km,04/2024,Automatik,Benzin,88 kW (120 PS),2l/100km,140g CO2/km (WLTP,27.575
Hyundai,i30,24.700 km,03/2024,Automatik,Benzin,88 kW (120 PS),4l/100km,144g CO2/km (WLTP,29.355
Seat,Leon,28.103 km,03/2024,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,38.323
Seat,Leon,24.199 km,05/2024,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,36.854
Volkswagen,Golf,25.076 km,03/2024,Manuell,Benzin,110 kW (150 PS),8l/100km,112g CO2/km (komb)*,29.188
Seat,Leon,25.432 km,05/2024,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,37.669
Volkswagen,Golf,26.007 km,05/2024,Manuell,Diesel,85 kW (116 PS),7l/100km,186g CO2/km (komb)*,30.538
Seat,Leon,9.833 km,01/2024,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,32.789
Seat,Leon,12.350 km,06/2024,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,35.510
Renault,Master,15 km,12/2024,Manuell,Diesel,125 kW (170 PS),9l/100km,208g CO2/km (WLTP,52.426
Dacia,Sandero,14 km,12/2024,Manuell,Benzin,67 kW (90 PS),2l/100km,119g CO2/km (WLTP,15.986
Volkswagen,Tiguan,16.075 km,05/2024,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,51.434
Dacia,Sandero,1.001 km,12/2024,Manuell,Benzin,67 kW (90 PS),9l/100km,499g CO2/km (WLTP,16.493
Dacia,Sandero,1.001 km,12/2024,Manuell,Benzin,67 kW (90 PS),9l/100km,499g CO2/km (WLTP,16.599
Dacia,Sandero,1.001 km,12/2024,Manuell,Benzin,67 kW (90 PS),9l/100km,499g CO2/km (WLTP,16.573
